apt_name,apt_address,apt_coordinates,apt_score,university_name,university_coordinates,university_score,supermarket_name,supermarket_coordinates,supermarket_score,gas_station_name,gas_station_coordinates,gas_station_score,gym_name,gym_coordinates,gym_score,subway_station_name,subway_station_coordinates,subway_station_score,bus_station_name,bus_station_coordinates,bus_station_score,drugstore_name,drugstore_coordinates,drugstore_score,pharmacy_name,pharmacy_coordinates,pharmacy_score,convenience_store_name,convenience_store_coordinates,convenience_store_score,restaurant_name,restaurant_coordinates,restaurant_score,police_name,police_coordinates,police_score,park_name,park_coordinates,park_score,cafe_name,cafe_coordinates,cafe_score,bank_name,bank_coordinates,bank_score
Newbergh ATL,761 Morosgo Dr NE Atlanta GA 30324,"(33.8225703, -84.36249339999999)",0.22233291518447296,The Creative Circus,"(33.81304599999999, -84.36177599999999)",0.29968738774981807,Publix Super Market at Cheshire Square,"(33.818479, -84.34902129999999)",0.08468346765416046,QuikTrip,"(33.82519639999999, -84.3622243)",0.044598178014436954,Atlanta Kick,"(33.83178669999999, -84.3624916)",0.1387007440823668,Lindbergh Center Transit Station,"(33.8231777, -84.3693878)",0.05892934671953934,Lindbergh Station - South Loop/Lindbergh Dr,"(33.82136550000001, -84.3690386)",0.07857246229271912,CVS,"(33.81941679999999, -84.3517813)",0.091394079607055,CVS Pharmacy,"(33.8240175, -84.3634115)",0.039286231146359554,QuikTrip,"(33.82519639999999, -84.3622243)",0.044598178014436954,The Colonnade,"(33.8092456, -84.3610046)",0.30647445969802006,Marta Police Department,"(33.8199444, -84.3680925)",0.09428695475126293,Frankie Allen Park,"(33.8352317, -84.3724361)",0.18980279496570326,Corner Cafe,"(33.8391914, -84.36961149999999)",0.18430859546837533,Bank of America Financial Center,"(33.8262661, -84.366568)",0.06307931797986369
The Oasis on Cascade,763 Cascade Ave Atlanta GA 30310,"(33.7348004, -84.4374722)",0.17804489023065925,College Campus Tours,"(33.7359504, -84.42363639999999)",0.03772599692479017,Family Dollar,"(33.7397043, -84.41830159999999)",0.06200747106738786,Amoco,"(33.7392052, -84.4320477)",0.028026309366956683,Fearless Giving,"(33.74115889999999, -84.43595599999999)",0.026215125855283797,None,None,nan,None,None,nan,Dollar General,"(33.7332024, -84.4382311)",0.015730268067205153,Kroger Pharmacy,"(33.73742029999999, -84.4330966)",0.016253616541082927,Dollar General,"(33.7332024, -84.4382311)",0.015730268067205153,Subway,"(33.73887179999999, -84.426199)",0.034179946327089324,Atlanta Police Department Zone 4,"(33.7251757, -84.4501751)",0.03888863787882112,West End Park,"(33.7415444, -84.4243479)",0.042690315342174295,McDonald's,"(33.7381733, -84.4257434)",0.041511949314698135,Fifth Third Bank & ATM,"(33.7378919, -84.433252)",0.019875983564428698
The Hotel Roxy Lofts,768 Marietta St NW Atlanta GA 30318,"(33.7731525, -84.40404219999999)",0.3588042193716256,Georgia Institute of Technology,"(33.77561779999999, -84.39628499999999)",0.28941473738406037,Publix Super Market at The Plaza Midtown,"(33.7804802, -84.388809)",0.29512672097847165,76,"(33.76980219999999, -84.4050085)",0.2617847166324405,LA Fitness,"(33.77744300000001, -84.38912309999999)",0.30472356797680894,North Avenue Transit Station,"(33.7717014, -84.3870393)",0.26428768297135596,W Peachtree & MARTA Civic Center Station SB,"(33.76665200000001, -84.3876913)",1.0,CONCORD DRUGS 550,"(33.76929090000001, -84.3855438)",0.33001664965046607,"Amy T. Jackson, PharmD","(33.7684729, -84.3861967)",0.445042341338909,76,"(33.76980219999999, -84.4050085)",0.2617847166324405,The Varsity,"(33.7715946, -84.3893032)",0.2314231996318009,Atlanta Police Department Magnolia Street Precinct,"(33.7580103, -84.4077087)",0.2630280008414824,English Avenue Urban Farm,"(33.7701551, -84.41718449999999)",0.2546736403632716,West Egg Cafe,"(33.7845189, -84.4121053)",0.18243685819189112,PNC Bank,"(33.77744300000001, -84.38912309999999)",0.30472356797680894
77 12th Street,77 12th St NE Atlanta GA 30309,"(33.7843446, -84.3849456)",0.5431152104590213,Georgia Institute of Technology,"(33.77561779999999, -84.39628499999999)",0.18686875542115747,Trader Joe's,"(33.7796552, -84.36791029999999)",0.17045898031106774,Shell,"(33.78683419999999, -84.3896008)",0.04292130204045843,LA Fitness,"(33.77744300000001, -84.38912309999999)",0.14604528068910944,Midtown,"(33.7811167, -84.38634789999999)",0.16523897468578397,Midtown Station,"(33.78111, -84.386697)",0.23032432796009433,Walgreens,"(33.7707331, -84.3812556)",0.3110365739997312,Publix Pharmacy In Atlantic Station,"(33.7927067, -84.3979691)",0.08302554711240755,Walgreens,"(33.7707331, -84.3812556)",0.3110365739997312,The Varsity,"(33.7715946, -84.3893032)",0.36309475133596086,Georgia Tech Police Department,"(33.7811486, -84.4037362)",0.11779423188709026,Atlanta Botanical Garden,"(33.790468, -84.3736193)",0.1462522316135557,Twelve Eighty,"(33.78954039999999, -84.38495139999999)",0.043618827278475256,Wells Fargo Bank,"(33.7915532, -84.3940369)",0.06296374808451954
The Overlook Sandy Springs,7700 Colquitt Rd Atlanta GA 30350,"(33.9655509, -84.35163759999999)",0.0,Stephen Grote Photography,"(33.967645, -84.35358880000001)",0.0,Publix Super Market at Trowbridge Crossing,"(33.9609611, -84.3638939)",0.0,Shell,"(33.9549361, -84.36445049999999)",0.0,North Atlanta Church of Christ,"(33.967555, -84.34065799999999)",0.0,None,None,nan,None,None,nan,Walgreens,"(33.9605136, -84.3662523)",0.0,CVS Pharmacy,"(33.9560023, -84.3639962)",0.0,Walgreens,"(33.9605136, -84.3662523)",0.0,Porto Brasil Restaurant,"(33.97257500000001, -84.357413)",0.0,Sandy Springs Police Department (SSPD),"(33.9703987, -84.3616397)",0.0,North Fulton Annex Community Garden,"(33.9656957, -84.3621499)",0.0,Dunkin',"(33.98114969999999, -84.3508051)",0.0,None,None,nan
771 Lindebergh,771 Lindbergh Dr NE Atlanta GA 30324,"(33.8203715, -84.3627348)",0.22233291518447296,The Creative Circus,"(33.81304599999999, -84.36177599999999)",0.2832547950198481,Publix Super Market at Cheshire Square,"(33.818479, -84.34902129999999)",0.047376860119910075,QuikTrip,"(33.82519639999999, -84.3622243)",0.07995578604616058,Atlanta Kick,"(33.83178669999999, -84.3624916)",0.1701297289994544,Lindbergh Center Transit Station,"(33.8231777, -84.3693878)",0.08250108540735507,Lindbergh Station - South Loop/Lindbergh Dr,"(33.82136550000001, -84.3690386)",0.07464383917808316,CVS,"(33.81941679999999, -84.3517813)",0.052610410391118335,CVS Pharmacy,"(33.8240175, -84.3634115)",0.07464383917808316,QuikTrip,"(33.82519639999999, -84.3622243)",0.07995578604616058,The Colonnade,"(33.8092456, -84.3610046)",0.31719015476085793,Marta Police Department,"(33.8199444, -84.3680925)",0.10607282409517081,Frankie Allen Park,"(33.8352317, -84.3724361)",0.21815158988855302,McDonald's,"(33.8199047, -84.3518391)",0.055564533754490886,Bank of America Financial Center,"(33.8262661, -84.366568)",0.10066868288542687
Alta East,777 Memorial Dr Ste #7000 Atlanta GA 30316,"(33.7452672, -84.3617445)",0.265042139171519,Beulah Heights University,"(33.7368983, -84.3578094)",0.1106788206203683,Publix Super Market at Madison Yards,"(33.7458821, -84.3573905)",0.049943382352530506,Kroger Fuel Center,"(33.7415226, -84.3611426)",0.08854240717156711,X3 Sports - Inman Park,"(33.76208309999999, -84.35991419999999)",0.22371949428564072,King Memorial Transit Station,"(33.7499506, -84.3755863)",0.12175524997815837,Moreland Ave SE & Sanders Ave SE,"(33.7418538, -84.3493599)",0.07683015233181847,CVS,"(33.7407548, -84.3675947)",0.09074397655305028,Inman Park Animal Hospital,"(33.755049, -84.3570446)",0.12097924275933107,Intown Market & Deli,"(33.74997500000001, -84.376891)",0.07465232925724855,Six Feet Under Pub & Fish House,"(33.746638, -84.372824)",0.04325038210997533,Atlanta Police Department Zone 3,"(33.7306219, -84.37344499999999)",0.10183230612221138,"Martin Luther King, Jr. National Historical Park","(33.7572984, -84.3735856)",0.13912380497970395,Home grown GA Restaurant,"(33.7466849, -84.35588140000002)",0.03667992917420011,Bank of America (with Drive-thru ATM),"(33.7425258, -84.34855499999999)",0.08081045127871335
RT Dairies,777 Memorial Dr SE #100 Atlanta GA 30316,"(33.7464813, -84.3619125)",0.265042139171519,Beulah Heights University,"(33.7368983, -84.3578094)",0.09049600283889218,Publix Super Market at Madison Yards,"(33.7458821, -84.3573905)",0.05110538132333035,Kroger Fuel Center,"(33.7415226, -84.3611426)",0.0531653343347519,X3 Sports - Inman Park,"(33.76208309999999, -84.35991419999999)",0.2000330495606005,King Memorial Transit Station,"(33.7499506, -84.3755863)",0.09833877398228867,Moreland Ave SE & Sanders Ave SE,"(33.7418538, -84.3493599)",0.06843033345718962,CVS,"(33.7407548, -84.3675947)",0.08152416680209784,Inman Park Animal Hospital,"(33.755049, -84.3570446)",0.1116126523609832,Savi Provisions,"(33.7623383, -84.3577923)",0.19812068116813664,Six Feet Under Pub & Fish House,"(33.746638, -84.372824)",0.019833906114105626,AK Security Services,"(33.761674, -84.35974999999999)",0.20117729915451044,"Martin Luther King, Jr. National Historical Park","(33.7572984, -84.3735856)",0.13107687131196188,Barnes & Noble,"(33.7577778, -84.34888889999999)",0.08115128428646419,Bank of America (with Drive-thru ATM),"(33.7425258, -84.34855499999999)",0.0737373987197161
Wesley St. James,7785 Roswell Rd Atlanta GA 30350,"(33.9671008, -84.36068809999999)",0.0,Stephen Grote Photography,"(33.967645, -84.35358880000001)",0.0,Publix Super Market at Trowbridge Crossing,"(33.9609611, -84.3638939)",0.0,Shell,"(33.9549361, -84.36445049999999)",0.0,FormWell,"(33.972069, -84.36048799999999)",0.0,None,None,nan,None,None,nan,Walgreens,"(33.9605136, -84.3662523)",0.0,CVS Pharmacy,"(33.9560023, -84.3639962)",0.0,Walgreens,"(33.9605136, -84.3662523)",0.0,Porto Brasil Restaurant,"(33.97257500000001, -84.357413)",0.0,Sandy Springs Police Department (SSPD),"(33.9703987, -84.3616397)",0.0,Morgan Falls Overlook Park,"(33.9704275, -84.3795138)",0.0,Dunkin',"(33.98114969999999, -84.3508051)",0.0,None,None,nan
Trace,782 Peachtree St NE Atlanta GA 30308,"(33.7759171, -84.3852972)",0.5431152104590213,Georgia Institute of Technology,"(33.77561779999999, -84.39628499999999)",0.19215308900706912,Trader Joe's,"(33.7796552, -84.36791029999999)",0.04016940759030567,Boulevard Food Mart,"(33.7643807, -84.37236419999999)",0.18257463872561297,LA Fitness,"(33.77744300000001, -84.38912309999999)",0.09596846998337263,North Avenue Transit Station,"(33.7717014, -84.3870393)",0.2246649510146959,West Peachtree St at Peachtree Pl,"(33.78061, -84.38733700000002)",0.09596846998337263,Walgreens,"(33.7707331, -84.3812556)",0.13548008179792909,"Vincent M. Poteet, PharmD","(33.7684926, -84.38611739999999)",0.2588419243718973,Walgreens,"(33.7707331, -84.3812556)",0.13548008179792909,Hyatt Regency Atlanta,"(33.7613755, -84.38735559999999)",0.34394551633361475,Atlanta Police Department Zone 5,"(33.7598152, -84.3892717)",0.3668305316430765,Atlanta Botanical Garden,"(33.790468, -84.3736193)",0.14574396565613287,Barnes & Noble at Georgia Tech,"(33.7766667, -84.38861109999999)",0.1055653169817099,"SBA Direct Loans, LLC","(33.7869047, -84.3826649)",0.11245729996549104
Highland View Apartments,784 Ponce De Leon Pl Atlanta GA 30306,"(33.7755607, -84.36425489999999)",0.016056851989854303,Physician's Education Group,"(33.7623748, -84.37149289999999)",0.08012492277574493,Whole Foods Market,"(33.7752338, -84.3658288)",0.0575836588551838,Boulevard Food Mart,"(33.7643807, -84.37236419999999)",0.06326991501123055,X3 Sports - Inman Park,"(33.76208309999999, -84.35991419999999)",0.11292970987025054,None,None,nan,None,None,nan,Walgreens,"(33.7707331, -84.3812556)",0.14433657425056617,"Rhonda L. Martin, PharmD","(33.7628483, -84.3730977)",0.08559173394112052,Walgreens,"(33.7707331, -84.3812556)",0.14433657425056617,Mary Mac's Tea Room,"(33.7728318, -84.3800002)",0.09503984924123354,AK Security Services,"(33.761674, -84.35974999999999)",0.11407395946416045,Atlanta Botanical Garden,"(33.790468, -84.3736193)",0.09733805677515711,Krispy Kreme,"(33.7721835, -84.37808559999999)",0.07196808897968336,Wells Fargo Bank,"(33.77406080000001, -84.36583019999999)",0.05101923745464984
Marq Eight,8 Perimeter Ctr E Atlanta GA 30346,"(33.9265009, -84.3348544)",0.0,International Medical Press,"(33.9218446, -84.33597089999999)",0.0,Publix Super Market at Perimeter,"(33.9200151, -84.35272239999999)",0.0,Costco Gas Station,"(33.928764, -84.352868)",0.0,LA Fitness,"(33.9329462, -84.3498888)",0.0,Dunwoody,"(33.9212654, -84.34435669999999)",0.0,Dunwoody,"(33.9212654, -84.34435669999999)",0.0,Walmart Pharmacy,"(33.9331393, -84.33326339999999)",0.0,"Ruaa N. Al-Baldawi, PharmD","(33.93094839999999, -84.34139979999999)",0.0,Exxon,"(33.9241264, -84.3373713)",0.0,McKendrick's Steak House,"(33.9244523, -84.33540819999999)",0.0,Marshal Inc,"(33.9170665, -84.349352)",0.0,Murphey Candler Park,"(33.9126348, -84.324378)",0.0,Barnes & Noble,"(33.92625, -84.34331159999999)",0.0,Reliance Trust,"(33.93437619999999, -84.3523975)",0.0
Calibre Springs,800 NE Lake Placid Dr Atlanta GA 30342,"(33.9066301, -84.3836961)",0.0,Citywide CPR Classes & Certification Atlanta,"(33.9130211, -84.37802529999999)",0.0,Whole Foods Market,"(33.9177804, -84.3798807)",0.0,bp,"(33.9188328, -84.3788276)",0.0,Life Time,"(33.90686780000001, -84.381671)",0.0,None,None,nan,None,None,nan,None,None,nan,Kroger Pharmacy,"(33.9203085, -84.38131849999999)",0.0,bp,"(33.9188328, -84.3788276)",0.0,Taco Mac Prado,"(33.9077857, -84.3796883)",0.0,None,None,nan,Heritage Sandy Springs Museum & Park,"(33.9221189, -84.38226279999999)",0.0,Egg Harbor Cafe,"(33.91719, -84.379589)",0.0,SouthState Bank,"(33.9197496, -84.38506939999999)",0.0
Element Galleria,800 SE Galleria Pky Atlanta GA 30339,"(33.8834554, -84.4644397)",0.0,DeVry University,"(33.8778052, -84.46109229999999)",0.0,ALDI,"(33.8839305, -84.4773695)",0.0,Costco Gas Station,"(33.88239310000001, -84.47047189999999)",0.0,LA Fitness,"(33.8821401, -84.4584323)",0.0,None,None,nan,Cumberland Blvd & Akers Mill Rd SE,"(33.8779191, -84.4648582)",0.0,Walgreens,"(33.88774310000001, -84.47430299999999)",0.0,Costco Pharmacy,"(33.8807107, -84.4706617)",0.0,Walgreens,"(33.88774310000001, -84.47430299999999)",0.0,Olive Garden Italian Restaurant,"(33.892092, -84.476438)",0.0,None,None,nan,Vinings Mountain Apartments Dog Park,"(33.8711482, -84.46744369999999)",0.0,Barnes & Noble,"(33.8799562, -84.4636776)",0.0,affinity bank,"(33.88656829999999, -84.461344)",0.0
Westmar Student Lofts,800 W Marietta St Atlanta GA 30318,"(33.7789255, -84.4126126)",0.12034243182930546,Georgia Institute of Technology,"(33.77561779999999, -84.39628499999999)",0.20377174175570684,Family Dollar,"(33.7727142, -84.4149278)",0.10231144879200092,bp,"(33.7729175, -84.4107167)",0.11790779156200512,Georgia Tech Campus Recreation Center,"(33.7755602, -84.40356510000001)",0.16592999286643045,Bankhead Transit Station,"(33.772255, -84.42894)",0.09300867684786972,Crabapple Commons,"(33.7944591, -84.40729449999999)",0.11867466864704236,None,None,nan,The Ark Animal Hospital,"(33.7860512, -84.3962076)",0.10273515205188856,bp,"(33.7729175, -84.4107167)",0.11790779156200512,West Egg Cafe,"(33.7845189, -84.4121053)",0.08080513962867732,Police Internal Investigations,"(33.7808852, -84.41779079999999)",0.061667080242937954,English Avenue Urban Farm,"(33.7701551, -84.41718449999999)",0.0971126678686662,West Egg Cafe,"(33.7845189, -84.4121053)",0.08080513962867732,Wells Fargo Bank,"(33.7725485, -84.3984304)",0.17146080345952325
Broadstone Midtown,811 Juniper St NE Atlanta GA 30308,"(33.7770762, -84.382761)",0.5431152104590213,Georgia Institute of Technology,"(33.77561779999999, -84.39628499999999)",0.28630666362898377,Trader Joe's,"(33.7796552, -84.36791029999999)",0.08449735191232485,Boulevard Food Mart,"(33.7643807, -84.37236419999999)",0.13474592612936725,LA Fitness,"(33.77744300000001, -84.38912309999999)",0.12475901097838442,Midtown,"(33.7811167, -84.38634789999999)",0.23032432796009433,West Peachtree St at Peachtree Pl,"(33.78061, -84.38733700000002)",0.14395270497505894,Walgreens,"(33.7707331, -84.3812556)",0.14105478035655755,"Vincent M. Poteet, PharmD","(33.7684926, -84.38611739999999)",0.3314062857224477,Walgreens,"(33.7707331, -84.3812556)",0.14105478035655755,Hyatt Regency Atlanta,"(33.7613755, -84.38735559999999)",0.38216382330825,POST #1,"(33.7645868, -84.3919418)",0.2668926203945508,Atlanta Botanical Garden,"(33.790468, -84.3736193)",0.2033250476461569,Barnes & Noble at Georgia Tech,"(33.7766667, -84.38861109999999)",0.1343558579767217,"SBA Direct Loans, LLC","(33.7869047, -84.3826649)",0.17357630609598396
Gables 820 West,820 W Marietta St NW Atlanta GA 30318,"(33.7806324, -84.4165542)",0.12034243182930546,Georgia Institute of Technology,"(33.77561779999999, -84.39628499999999)",0.21721403033076633,Family Dollar,"(33.7727142, -84.4149278)",0.059547734567172154,Shell,"(33.7729059, -84.41687929999999)",0.059547734567172154,Georgia Tech Campus Recreation Center,"(33.7755602, -84.40356510000001)",0.2394581748846843,Bankhead Transit Station,"(33.772255, -84.42894)",0.037521850513370744,Crabapple Commons,"(33.7944591, -84.40729449999999)",0.13743076047306907,None,None,nan,The Ark Animal Hospital,"(33.7860512, -84.3962076)",0.11309352904379602,Shell,"(33.7729059, -84.41687929999999)",0.059547734567172154,West Egg Cafe,"(33.7845189, -84.4121053)",0.08718449275725709,Police Internal Investigations,"(33.7808852, -84.41779079999999)",0.017011608342879445,English Avenue Urban Farm,"(33.7701551, -84.41718449999999)",0.054348953643837426,West Egg Cafe,"(33.7845189, -84.4121053)",0.08718449275725709,Wells Fargo Bank,"(33.7725485, -84.3984304)",0.20164074820135083
Telephone Factory Lofts,828-828 Ralph McGill Blvd NE Atlanta GA 30306,"(33.7682113, -84.3604812)",0.15059504683679942,Physician's Education Group,"(33.7623748, -84.37149289999999)",0.1092693518324786,Whole Foods Market,"(33.7752338, -84.3658288)",0.1254772166639318,Boulevard Food Mart,"(33.7643807, -84.37236419999999)",0.08186044061201771,X3 Sports - Inman Park,"(33.76208309999999, -84.35991419999999)",0.10023425550760105,Inman Park/Reynoldstown Station,"(33.7577002, -84.3525767)",0.21530723334024565,Inman Park/Reynoldstown Station - North Loop,"(33.757726, -84.353409)",0.17887729658527324,Walgreens,"(33.7707331, -84.3812556)",0.12780147787662444,"Rhonda L. Martin, PharmD","(33.7628483, -84.3730977)",0.10864662332788563,Walgreens,"(33.7707331, -84.3812556)",0.12780147787662444,The Vortex,"(33.7662559, -84.3492199)",0.0925077656449726,AK Security Services,"(33.761674, -84.35974999999999)",0.11539432496403793,"Martin Luther King, Jr. National Historical Park","(33.7572984, -84.3735856)",0.11009965650526926,Barnes & Noble,"(33.7577778, -84.34888889999999)",0.10158754493720482,Wells Fargo Bank,"(33.77406080000001, -84.36583019999999)",0.12052738575401908
Oglethorpe Place,835 Oglethorpe Ave SW Atlanta GA 30310,"(33.7363658, -84.41543449999999)",0.12887831935389393,Spelman College,"(33.7451953, -84.41143749999999)",0.08455062882773831,Family Dollar,"(33.7397043, -84.41830159999999)",0.03643648311589278,Exxon,"(33.7418389, -84.4084312)",0.09627464843536104,Salvation Army Kroc Atlanta,"(33.7288889, -84.4075)",0.1163402778678934,West End Station,"(33.7360272, -84.413664)",0.02049552175268969,West End Station,"(33.73593, -84.4136164)",0.02049552175268969,CVS,"(33.73839669999999, -84.4174087)",0.04326832370012267,"Corine T. Ferebee, PharmD","(33.73665819999999, -84.4164048)",0.03415920292114948,West End Stop N Shop,"(33.733587, -84.41449519999999)",0.0404258935859058,Paschal's,"(33.7494284, -84.4037888)",0.13611780645897376,Spelman College Police Department,"(33.7453391, -84.413082)",0.045049099251739215,Adair Park II,"(33.7320493, -84.41168569999999)",0.10775945719833827,Krispy Kreme,"(33.7378291, -84.41587969999999)",0.03643648311589278,Credit Union of Atlanta,"(33.7377256, -84.4079399)",0.07805640687741462
841 Memorial Apartments,841 Memorial Dr SE Atlanta GA 30316,"(33.7464421, -84.359668)",0.18765494452527937,Beulah Heights University,"(33.7368983, -84.3578094)",0.08208025502011376,Publix Super Market at Madison Yards,"(33.7458821, -84.3573905)",0.04310622282957381,Kroger Fuel Center,"(33.7415226, -84.3611426)",0.05028368987817377,X3 Sports - Inman Park,"(33.76208309999999, -84.35991419999999)",0.17414979830281246,King Memorial Transit Station,"(33.7499506, -84.3755863)",0.10165463727687128,Moreland Ave SE & Sanders Ave SE,"(33.7418538, -84.3493599)",0.06070773358843333,CVS,"(33.7407548, -84.3675947)",0.07064336385176317,Inman Park Animal Hospital,"(33.755049, -84.3570446)",0.13561012784225282,Savi Provisions,"(33.7623383, -84.3577923)",0.231069594635111,Six Feet Under Pub & Fish House,"(33.746638, -84.372824)",0.02314976940868823,AK Security Services,"(33.761674, -84.35974999999999)",0.1893098677592494,"Martin Luther King, Jr. National Historical Park","(33.7572984, -84.3735856)",0.11902319227841683,Barnes & Noble,"(33.7577778, -84.34888889999999)",0.07475545073333953,Bank of America (with Drive-thru ATM),"(33.7425258, -84.34855499999999)",0.06734156516659145
